"","uf","ibge","municipio","cnes","estabelecimento","pop_vinc","bnf_pbf","perc_benef_pbf"
"3521","BA","292100","MATA DE SÃO JOÃO",2627388,"UNIDADE DE SAUDE DA FAMILIA SAUIPE",3432,698,0.2
"3522","BA","292100","MATA DE SÃO JOÃO",2799235,"UNIDADE DE SAUDE DA FAMILIA GILVAN FERREIRA SANTOS",3557,859,0.24
"3523","BA","292110","MEDEIROS NETO",2389169,"UBS JACOB DIAS FILHO PSF 08 ITUPEVA",1641,361,0.22
"3524","BA","292120","MIGUEL CALMON",2498324,"UBS MELQUISEDEC G DE OLIVEIRA",2322,875,0.38
"3525","BA","292120","MIGUEL CALMON",2498316,"UBS EDNALDO FERREIRA DA SILVA",2422,871,0.36
"3526","BA","292120","MIGUEL CALMON",5024803,"UBS DR WELLINGTON BARRETO RAMOS",3209,1325,0.41
"3527","BA","292130","MILAGRES",2498464,"USF BRAULIO DE SANTANA REGIS",2678,1229,0.46
"3528","BA","292140","MIRANGABA",6842828,"UNIDADE DE SAUDE DA FAMILIA DE TRINCHEIRA",1516,590,0.39
"3529","BA","292150","MONTE SANTO",5995000,"UNIDADE DE SAUDE DA FAMILIA DE HORIZONTE NOVO",2056,1108,0.54
"3530","BA","292150","MONTE SANTO",6000584,"UNIDADE DE SAUDE DA FAMILIA DE SACO FUNDO",2535,1446,0.57
"3531","BA","292170","MORRO DO CHAPÉU",4028929,"USF DE OURICURI",2206,792,0.36
"3532","BA","292170","MORRO DO CHAPÉU",5766575,"USF ALBA DE SOUZA LIMA",2838,732,0.26
"3533","BA","292170","MORRO DO CHAPÉU",4028899,"USF DE FEDEGOSOS",2625,850,0.32
"3534","BA","292170","MORRO DO CHAPÉU",4029011,"USF DE CAIXA DAGUA",2011,563,0.28
"3535","BA","292180","MORTUGABA",2557002,"USF ANTONIO GUERRA DE OLIVEIRA",2700,507,0.19
"3536","BA","292180","MORTUGABA",485705,"USF DEVANIL FERREIRA PORTO",1264,439,0.35
"3537","BA","292190","MUCUGÊ",4029046,"UNIDADE DE SAUDE DA FAMILIA DO PAIOL",1742,543,0.31
"3538","BA","292200","MUCURI",2498367,"PSF DE TAQUARINHA",1877,526,0.28
"3539","BA","292200","MUCURI",2498375,"PSF DE IBIRANHEM",1130,235,0.21
"3540","BA","292200","MUCURI",9055940,"UBS 014 CALIFORNIA",2870,940,0.33
"3541","BA","292200","MUCURI",6993710,"PSF ASSENTAMENTOS",2148,698,0.32
"3542","BA","292205","MULUNGU DO MORRO",6486312,"UNIDADE DE SAUDE DA FAMILIA DE VARZEA DO CERCO",2285,916,0.4
"3543","BA","292210","MUNDO NOVO",2498715,"UNIDADE DE SAUDE DA FAMILIA DE IBIAPORA",3608,1569,0.43
"3544","BA","292225","MUQUÉM DE SÃO FRANCISCO",3583309,"UNIDADE DE SAUDE DA FAMILIA DO JAVI",3375,1560,0.46
"3545","BA","292225","MUQUÉM DE SÃO FRANCISCO",3583317,"UNIDADE DE SAUDE DA FAMILIA DA PASSAGEM",3107,1639,0.53
"3546","BA","292230","MURITIBA",3043975,"USF HUMBERTO AUGUSTO ALVES",3000,1027,0.34
"3547","BA","292240","MUTUÍPE",2799588,"USF MOISES GONCALVES DE OLIVEIRA",2982,933,0.31
"3548","BA","292240","MUTUÍPE",6483801,"USF BENTO BISPO DE SOUZA",2539,1010,0.4
"3549","BA","292260","NILO PEÇANHA",3979539,"USF DO PAULISTA",1898,991,0.52
"3550","BA","292265","NORDESTINA",3981088,"UNIDADE DE SAUDE DA FAMILIA DA PICADA",1698,891,0.52
"3551","BA","292270","NOVA CANAÃ",7567669,"USF DERALDO PEREIRA DA SILVA",936,383,0.41
"3552","BA","292273","NOVA FÁTIMA",3529878,"UNIDADE DE SAUDE DA FAMILIA MARIA JOANA DA C OLIVEIRA",2743,1042,0.38
"3553","BA","292285","NOVA REDENÇÃO",6774792,"USF VALDIONOR NOVAIS NUNES",2162,952,0.44
"3554","BA","292300","NOVA VIÇOSA",2506319,"PSF 007 EMILIA JOANA VITORIA",3565,960,0.27
"3555","BA","292305","NOVO TRIUNFO",2506475,"USF JOANA MACARIO DE CARVALHO",1177,455,0.39
"3556","BA","292310","OLINDINA",2506521,"UNIDADE DE SAUDE DA FAMILIA NOVA MINACAO",2360,1130,0.48
"3557","BA","292320","OLIVEIRA DOS BREJINHOS",3473910,"UNIDADE BASICA DE SAUDE DA FAMILIA DE CAMPO FORMOSO",2824,1088,0.39
"3558","BA","292320","OLIVEIRA DOS BREJINHOS",2600897,"POSTO DE SAUDE DE BOM SOSSEGO",1403,569,0.41
"3559","BA","292380","PARIPIRANGA",3634345,"UNIDADE DE SAUDE DA FAMILIA SEDE II",0,NA,NA
"3560","BA","292380","PARIPIRANGA",2508133,"UNIDADE DE SAUDE DA FAMILIA MARITA",1620,861,0.53
"3561","BA","292390","PAU BRASIL",2507463,"UNIDADE BASICA DE SAUDE DR LUIZ ERLON RODRIGUES",1922,480,0.25
"3562","BA","292400","PAULO AFONSO",209759,"USF DR ROQUE OLIVEIRA",1451,195,0.13
"3563","BA","292400","PAULO AFONSO",2533294,"USF RODOVIARIO",3216,1131,0.35
"3564","BA","292400","PAULO AFONSO",2533286,"USF SAO JOSE",3102,1262,0.41
"3565","BA","292400","PAULO AFONSO",2533529,"USF JUA",1954,645,0.33
"3566","BA","292400","PAULO AFONSO",3059103,"USF MARUIM",4724,1421,0.3
"3567","BA","292400","PAULO AFONSO",2549956,"USF BOA ESPERANCA",2874,1295,0.45
"3568","BA","292400","PAULO AFONSO",3516156,"USF PEDRO ALVARES CABRAL",3787,565,0.15
"3569","BA","292420","PEDRO ALEXANDRE",2508575,"USF DE POSTO DE ADONIAS",1312,611,0.47
"3570","BA","292430","PIATÃ",2508621,"PSF DE INUBIA",4166,1640,0.39
"3571","BA","292440","PILÃO ARCADO",7017316,"UNIDADE DE SAUDE DA FAMILIA MANOEL GONCALVES BASTOS",2241,1099,0.49
"3572","BA","292440","PILÃO ARCADO",7468040,"UNIDADE DE SAUDE DA FAMILIA EUNICE NUNES DE QUEIROZ",4962,2364,0.48
"3573","BA","292440","PILÃO ARCADO",6977790,"UNIDADE DE SAUDE DA FAMILIA ZE DO PEIXE",3398,2032,0.6
"3574","BA","292450","PINDAÍ",2508214,"USF SEDE",3831,1406,0.37
"3575","BA","292460","PINDOBAÇU",3319040,"USF DE SERRA DE CARNAIBA",2748,1496,0.54
"3576","BA","292467","PIRAÍ DO NORTE",5371171,"USF CACHOEIRA ALTA",1660,739,0.45
"3577","BA","292490","PLANALTINO",6303099,"U S F CLAUDIO VIEIRA DE ALMEIDA ANGELICA",1369,516,0.38
"3578","BA","292510","POÇÕES",5659876,"UNIDADE DE SAUDE DA FAMILIA NEUMIR PEREIRA E SILVA",3895,1340,0.34
"3579","BA","292520","POJUCA",3982106,"UNIDADE BASICA DO PSF DE PALMEIRAS",1341,473,0.35
"3580","BA","292530","PORTO SEGURO",2802066,"USF ARRAIAL CENTRO I",3389,224,0.07
"3581","BA","292530","PORTO SEGURO",3285138,"USF AREIAO I",3397,345,0.1
"3582","BA","292530","PORTO SEGURO",3285154,"USF EDSON MARTINS II",3546,808,0.23
"3583","BA","292540","POTIRAGUÁ",2601265,"UNIDADE DE SAUDE DA FAMILIA SEDE",1803,527,0.29
"3584","BA","292540","POTIRAGUÁ",7294956,"UNIDADE DE SAUDE DA FAMILIA EZEQUIEL BATISTA",1638,586,0.36
"3585","BA","292550","PRADO",2509024,"UBS 02 SAO SEBASTIAO",2927,750,0.26
"3586","BA","292560","PRESIDENTE DUTRA",5832020,"UNIDADE DE SAUDE DA FAMILIA MAE PRETA",1267,434,0.34
"3587","BA","292560","PRESIDENTE DUTRA",2509083,"UNIDADE DE SAUDE DA FAM FELIZARDA DA R MACHADO QUILOBOLAS",1982,836,0.42
"3588","BA","292570","PRESIDENTE JÂNIO QUADROS",4030206,"PROGRAMA DE SAUDE DA FAMILIA",2835,1121,0.4
"3589","BA","292575","PRESIDENTE TANCREDO NEVES",2525879,"UNIDADE DE SAUDE DA FAMILIA JOVINO SOUZA MENEZES",3608,1606,0.45
"3590","BA","292595","RAFAEL JAMBEIRO",2509229,"USF LEONCIO CERQUEIRA GOMES",2629,967,0.37
"3591","BA","292595","RAFAEL JAMBEIRO",2509725,"USF FIRMINO CERQUEIRA ARAUJO",3193,1349,0.42
"3592","BA","292600","REMANSO",2509288,"UNIDADE DE SAUDE DA FAMILIA DA MARAVILHA",1475,605,0.41
"3593","BA","292600","REMANSO",6368735,"UNIDADE DE SAUDE DA FAMILIA DO DESTERRO",1463,714,0.49
"3594","BA","292600","REMANSO",5142350,"UNIDADE DE SAUDE DA FAMILIA DO TAMBURIL",1698,767,0.45
"3595","BA","292610","RETIROLÂNDIA",3815439,"UNIDADE SAUDE DA FAMILIA ALTO DO CAMILO",3536,1496,0.42
"3596","BA","292610","RETIROLÂNDIA",2653079,"UNIDADE SAUDE DA FAMILIA ALECRIM",1692,909,0.54
"3597","BA","292620","RIACHÃO DAS NEVES",6711472,"PSF ASSENTAMENTO RIO BRANCO",1580,651,0.41
"3598","BA","292620","RIACHÃO DAS NEVES",4030397,"POSTO DE SAUDE DE CARIPARE",2550,988,0.39
"3599","BA","292630","RIACHÃO DO JACUÍPE",951579,"UNIDADE DE SAUDE DA FAMILIA DE BELA VISTA II",1086,353,0.33
"3600","BA","292630","RIACHÃO DO JACUÍPE",951544,"UNIDADE DE SAUDE DA FAMILIA CLERISTON ANDRADE",1316,318,0.24
"3601","BA","292640","RIACHO DE SANTANA",4030494,"UNIDADE DE SAUDE DA FAMILIA DA VESPERINA",2273,1026,0.45
"3602","BA","292665","RIBEIRÃO DO LARGO",6465390,"ESF RAMIRO POWEIRO DA SILVA",1581,737,0.47
"3603","BA","292670","RIO DE CONTAS",2509733,"UNIDADE DE SAUDE DA FAMILIA DE MATO GROSSO",1679,561,0.33
"3604","BA","292670","RIO DE CONTAS",2509741,"UNIDADE DE SAUDE DA FAMILIA DE ARAPIRANGA",2134,542,0.25
"3605","BA","292700","RIO REAL",2653273,"UNIDADE DE SAUDE DA FAMILIA DA SALGADEIRA",3792,1361,0.36
"3606","BA","292710","RODELAS",3474534,"UBS CARMELUCIA ALMEIDA MENEZES MOTA",4523,1650,0.36
"3607","BA","292720","RUY BARBOSA",2510413,"USF SOTER DE JESUS",1523,610,0.4
"3608","BA","292720","RUY BARBOSA",2510383,"USF JOSE CESAR BATISTA DE OLIVEIRA",3061,1195,0.39
"3609","BA","292740","SALVADOR",2972093,"USF SUSSUARANA I",774,195,0.25
"3610","BA","292740","SALVADOR",4022,"USF PROF EDUARDO MAMEDE",22283,2694,0.12
"3611","BA","292740","SALVADOR",2653354,"UBS DR PERICLES ESTEVES CARDOSO BARBALHO",7000,742,0.11
"3612","BA","292740","SALVADOR",3339181,"USF FAZENDA COUTOS II",5695,1127,0.2
"3613","BA","292740","SALVADOR",9987991,"USF LAGOA DA PAIXAO",4027,1236,0.31
"3614","BA","292740","SALVADOR",9992251,"USF PADRE MAURICIO ABEL SAO GONCALO",9783,1705,0.17
"3615","BA","292740","SALVADOR",6387799,"USF CAJAZEIRAS XI",12332,2111,0.17
"3616","BA","292740","SALVADOR",7016476,"USF JARDIM DAS MANGABEIRAS CAJAZEIRAS VIII",9385,2093,0.22
"3617","BA","292740","SALVADOR",6858,"USF FIAIS",14464,2377,0.16
"3618","BA","292740","SALVADOR",2653400,"USF CAJAZEIRAS V",17168,2212,0.13
"3619","BA","292740","SALVADOR",5373840,"USF SAN MARTIN",14752,2220,0.15
"3620","BA","292740","SALVADOR",6363857,"USF ALTO DE COUTOS II",8498,1570,0.18
"3621","BA","292740","SALVADOR",4014,"USF PROFESSOR SABINO SILVA",42598,3333,0.08
"3622","BA","292740","SALVADOR",6386482,"USF ILHA DE MARE",4538,1560,0.34
"3623","BA","292740","SALVADOR",252034,"USF CLAUDELINO MIRANDA RESGATE",7131,275,0.04
"3624","BA","292750","SANTA BÁRBARA",4031431,"UNIDADE SAUDE DA FAMILIA DE SITIO DAS FLORES",1966,909,0.46
"3625","BA","292760","SANTA BRÍGIDA",3049159,"UNIDADE DE SAUDE DA FAMILIA SEDE II",3152,1518,0.48
"3626","BA","292770","SANTA CRUZ CABRÁLIA",2660075,"UNIDADE DE SAUDE DA FAMILIA PSF 04",4019,1005,0.25
"3627","BA","292790","SANTA INÊS",2510251,"UNIDADE DE SAUDE DR CARLOS CAJAZEIRA",2986,1001,0.34
"3628","BA","292790","SANTA INÊS",7546815,"USF RAILDA FRANCA DE SOUZA",1145,474,0.41
"3629","BA","292800","SANTALUZ",7705530,"UNIDADE DE SAUDE DA FAMILIA JORGE VILAS BOAS",3810,1842,0.48
"3630","BA","292800","SANTALUZ",5696909,"UNIDADE SAUDE DA FAMILIA CASTRO ALVES",4587,2187,0.48
"3631","BA","292805","SANTA LUZIA",3376931,"USF JOSE OLIVEIRA ROCHA",2335,820,0.35
"3632","BA","292805","SANTA LUZIA",4031644,"USF DR CARLOS COSTA FILHO",2546,733,0.29
"3633","BA","292810","SANTA MARIA DA VITÓRIA",9298290,"UNIDADE BASICA DE SAUDE ANTONIO MARQUES DA SILVA NETO",1464,661,0.45
"3634","BA","292810","SANTA MARIA DA VITÓRIA",3010074,"USF DO CUSCUZEIRO",2257,893,0.4
"3635","BA","292810","SANTA MARIA DA VITÓRIA",3490386,"USF MACAMBIRA II",2937,817,0.28
"3636","BA","292810","SANTA MARIA DA VITÓRIA",3813428,"USF JOSE MARQUES DA SILVA",2532,525,0.21
"3637","BA","292810","SANTA MARIA DA VITÓRIA",4031725,"POSTO DE SAUDE DO MOCAMBO",2674,1144,0.43
"3638","BA","292820","SANTANA",2823470,"UNIDADE BASICA DE SAUDE DR JOSELINO JOSE DE MOURA",5595,1428,0.26
"3639","BA","292830","SANTANÓPOLIS",3905772,"USF JOSE RONALDO DE CARVALHO",1854,1023,0.55
"3640","BA","292840","SANTA RITA DE CÁSSIA",3028682,"UNIDADE DE SAUDE DA FAMILIA PAULO DIAS DE SOUZA",3866,1551,0.4
"3641","BA","292850","SANTA TERESINHA",2514400,"USF IDALIA SANTOS SILVA",4074,1230,0.3
"3642","BA","292850","SANTA TERESINHA",2514419,"USF DO RIO SECO",3162,1185,0.37
"3643","BA","292860","SANTO AMARO",7041233,"USF LUZIA OLIVEIRA SOUZA",1965,659,0.34
"3644","BA","292860","SANTO AMARO",2514494,"USF ANIBAL SENNA",1795,664,0.37
"3645","BA","292860","SANTO AMARO",3021882,"USF PROF JOSE SILVEIRA",3226,904,0.28
"3646","BA","292870","SANTO ANTÔNIO DE JESUS",3553183,"USF DO AMPARO",4026,923,0.23
"3647","BA","292870","SANTO ANTÔNIO DE JESUS",3750663,"USF VIRIATO LOBO",3728,772,0.21
"3648","BA","292870","SANTO ANTÔNIO DE JESUS",2519682,"USF URBIS III",4844,1384,0.29
"3649","BA","292870","SANTO ANTÔNIO DE JESUS",2519690,"USF ALTO SANTO ANTONIO",3629,1382,0.38
"3650","BA","292880","SANTO ESTÊVÃO",2519984,"USF MARCELINO JULIO DE OLIVEIRA",970,370,0.38
"3651","BA","292890","SÃO DESIDÉRIO",47821,"ESTRATEGIA SAUDE DA FAMILIA FLORENTINO AUGUSTO DE SOUZA",3110,1179,0.38
"3652","BA","292890","SÃO DESIDÉRIO",6904157,"ESTRATEGIA SAUDE DA FAMILIA OTACILIO JESUINO DE OLIVEIRA",3468,1029,0.3
"3653","BA","292890","SÃO DESIDÉRIO",5831806,"ESTRATEGIA SAUDE DA FAMILIA DE PONTE DE MATEUS",1425,674,0.47
"3654","BA","292890","SÃO DESIDÉRIO",6904165,"ESTRATEGIA SAUDE DA FAMILIA JOANA FRANCISCA DA SILVA",1117,550,0.49
"3655","BA","292890","SÃO DESIDÉRIO",4032047,"ESTRATEGIA SAUDE DA FAMILIA PAULINO ANTONIO DO CARMO",2746,938,0.34
"3656","BA","292900","SÃO FÉLIX",2520591,"USF DR JOSE RANULFO DOS REIS",2085,764,0.37
"3657","BA","292900","SÃO FÉLIX",2520060,"USF FERNANDO DE ALMEIDA ALVES",3453,847,0.25
"3658","BA","292910","SÃO FELIPE",2520656,"USF GERMANA EUFROSINA",2439,1028,0.42
"3659","BA","292910","SÃO FELIPE",3046656,"USF CIRILO DOS SANTOS",2919,1241,0.43
"3660","BA","292925","SÃO GABRIEL",2523175,"UBSF ANTONIO MATEUS AMORIM GAMELEIRA DO JACARE",3078,1106,0.36
"3661","BA","292930","SÃO GONÇALO DOS CAMPOS",6364683,"USF SAO JOAO",2705,926,0.34
"3662","BA","292935","SÃO JOSÉ DA VITÓRIA",9354999,"ESF OLIMPIO FRANCISCO",1987,903,0.45
"3663","BA","292950","SÃO SEBASTIÃO DO PASSÉ",2493365,"USF NILSON VAZ",3795,938,0.25
"3664","BA","292950","SÃO SEBASTIÃO DO PASSÉ",2493373,"USF MARIA CANDIDA REIS",2266,521,0.23
"3665","BA","292980","SAÚDE",3360156,"USF ETELVINA MARIA DE JESUS",1578,634,0.4
"3666","BA","292990","SEABRA",3066800,"ESFB BOA VISTA",3549,1444,0.41
"3667","BA","293000","SEBASTIÃO LARANJEIRAS",2523272,"PSF EDVARDES FERNANDES LARANJEIRAS",2066,868,0.42
"3668","BA","293000","SEBASTIÃO LARANJEIRAS",2523280,"PSF DE MATO GROSSO",1317,456,0.35
"3669","BA","293010","SENHOR DO BONFIM",2770547,"ESF IGARA I",3430,1587,0.46
"3670","BA","293020","SENTO SÉ",9068988,"UNIDADE DE SAUDE DA FAMILIA LAURA ALVES DE MIRANDA",2139,877,0.41
"3671","BA","293020","SENTO SÉ",7015232,"UNIDADE DE SAUDE DA FAMILIA PICARRAO",2973,1235,0.42
"3672","BA","293050","SERRINHA",2523698,"UNIDADE DE SAUDE DA FAMILIA DO SACO DO MOURA",1714,707,0.41
"3673","BA","293070","SIMÕES FILHO",6817424,"UNIDADE DE SAUDE DA FAMILIA DRA CLARICE NUNES PINTO",3483,1146,0.33
"3674","BA","293075","SÍTIO DO MATO",6414567,"UNIDADE DE SAUDE DA FAMILIA ASSENTAMENTO RIACHO DOS CAVALOS",1124,510,0.45
"3675","BA","293076","SÍTIO DO QUINTO",285293,"UNIDADE DE SAUDE DA FAMILIA SEDE I",2745,1105,0.4
"3676","BA","293090","TABOCAS DO BREJO VELHO",5309220,"UNIDADE DE SAUDE DA FAMILIA DA SEDE",3176,1288,0.41
"3677","BA","293090","TABOCAS DO BREJO VELHO",9426760,"USF BREJINHO DO ITACARAMBI",997,498,0.5
"3678","BA","293105","TANQUE NOVO",9115633,"ESTRATEGIA DA SAUDE DA FAMILIA CARREIRAS",1479,664,0.45
"3679","BA","293110","TANQUINHO",2524708,"UBS OLINDINA SILVA",3396,1435,0.42
"3680","BA","293130","TAPIRAMUTÁ",2524775,"USF DR MARIO TOURINHO JUNIOR",3039,1039,0.34
"3681","BA","293135","TEIXEIRA DE FREITAS",2301067,"PSF TANCREDO NEVES",3605,706,0.2
"3682","BA","293135","TEIXEIRA DE FREITAS",2301121,"PSF VILA CARAIPE",2954,266,0.09
"3683","BA","293135","TEIXEIRA DE FREITAS",4032977,"PSF TANCREDO NEVES II",3379,687,0.2
"3684","BA","293140","TEODORO SAMPAIO",2550059,"UNIDADE DE SAUDE DA FAMILIA SEDE",2134,655,0.31
"3685","BA","293150","TEOFILÂNDIA",7464959,"UNIDADE DE SAUDE DA FAMILIA CIDADE NOVA",3095,1022,0.33
"3686","BA","293150","TEOFILÂNDIA",9994629,"UNIDADE DE SAUDE DA FAMILIA DO BAIXAO",1095,435,0.4
"3687","BA","293160","TEOLÂNDIA",3686027,"UNIDADE DE SAUDE DA FAMILIA DE NOVOLANDIA",1803,596,0.33
"3688","BA","293160","TEOLÂNDIA",915041,"UNIDADE DE SAUDE DA FAMILIA ALECIO SOUZA SANTOS",1013,346,0.34
"3689","BA","293190","TUCANO",4033124,"USF VENANCIO CABRAL DE SOUZA",2848,1416,0.5
"3690","BA","293200","UAUÁ",2525275,"USF SERRA DA CANABRAVA",2748,1234,0.45
"3691","BA","293200","UAUÁ",2525291,"USF SAO PAULO",2895,1564,0.54
"3692","BA","293210","UBAÍRA",2524902,"UNIDADE DE SAUDE DA FAMILIA JOSE IDELFONSO LOBO",1650,794,0.48
"3693","BA","293240","UIBAÍ",5479924,"UBSF BOCA D AGUA",2918,1276,0.44
"3694","BA","293250","UNA",5473209,"UNIDADE DE SAUDE DA FAMILIA DO BAIRRO NOVO",1677,599,0.36
"3695","BA","293250","UNA",4033337,"CENTRO DE SAUDE DE UNA",3207,881,0.27
"3696","BA","293260","URANDI",2601001,"UNIDADE DE SAUDE DA FAMILIA DOUTOR OLEGARIO GUIMARAES",2625,1107,0.42
"3697","BA","293270","URUÇUCA",4033477,"USF DR EDSON ROSA",3429,1156,0.34
"3698","BA","293280","UTINGA",6328849,"PSF MARIA NETA SILVA DOS SANTOS",4554,1712,0.38
"3699","BA","293290","VALENÇA",5923220,"UNIDADE DE SAUDE DA FAMILIA DE SERRA GRANDE",3384,1177,0.35
"3700","BA","293310","VÁRZEA DO POÇO",5858607,"PROGRAMA DE SAUDE DA FAMILIA ALTO ALEGRE",3324,1325,0.4
"3701","BA","293315","VÁRZEA NOVA",3925307,"UNIDADE DE SAUDE DA FAMILIA DE MISSOES",3000,899,0.3
"3702","BA","293317","VARZEDO",2800608,"UNIDADE DE SAUDE DA FAMILIA SAO ROQUE DOS MACACOS",2099,655,0.31
"3703","BA","293320","VERA CRUZ",2532697,"UNIDADE DE SAUDE DA FAMILIA DE BARRA DO POTE",2407,631,0.26
"3704","BA","293330","VITÓRIA DA CONQUISTA",2487632,"CS DR JOAO MELO FILHO",5560,564,0.1
"3705","BA","293330","VITÓRIA DA CONQUISTA",9538771,"CPVC CONJUNTO PENAL DE VITORIA DA CONQUISTA",0,NA,NA
"3706","BA","293330","VITÓRIA DA CONQUISTA",2486539,"CS ADMARIO SILVA SANTOS",9610,1168,0.12
"3707","BA","293330","VITÓRIA DA CONQUISTA",7810504,"USF NOVA CIDADE",5044,1354,0.27
"3708","BA","293330","VITÓRIA DA CONQUISTA",2486555,"USF PROFESSOR NELSON BARROS",9273,1560,0.17
"3709","BA","293330","VITÓRIA DA CONQUISTA",6918654,"UBS VILA AMERICA",6841,1859,0.27
"3710","BA","293350","WENCESLAU GUIMARÃES",3038807,"UNIDADE DE SAUDE DA FAMILIA DE RIO PRETO",1844,832,0.45
"3711","BA","293360","XIQUE-XIQUE",2526360,"UNIDADE DE SAUDE DA FAMILIA DR ALFREDO HENRIQUE SAMPAIO",4342,1332,0.31
"3712","BA","293360","XIQUE-XIQUE",7935706,"UNIDADE DE SAUDE DA FAMILIA EDILSON AVELINO OLIVEIRA",7982,2919,0.37
"3713","BA","290010","ABAÍRA",3461130,"UNIDADE DE SAUDE DA FAMILIA DE ABAIRA",1949,516,0.26
"3714","BA","290040","ÁGUA FRIA",2526425,"UNIDADE DE SAUDE DA FAMILIA DE MARACAIA",1824,786,0.43
"3715","BA","290040","ÁGUA FRIA",2600870,"UNIDADE DE SAUDE DA FAMILIA DE CATANA",1900,888,0.47
"3716","BA","290050","ÉRICO CARDOSO",3549704,"UNIDADE DE SAUDE DA FAMILIA SEDE I",2731,933,0.34
"3717","BA","290070","ALAGOINHAS",9415084,"UNIDADE DE SAUDE DA FAMILIA PETROLAR II",745,251,0.34
"3718","BA","290070","ALAGOINHAS",7002564,"UNIDADE DE SAUDE DA FAMILIA BAIXA DA SANTINHA",4005,840,0.21
"3719","BA","290070","ALAGOINHAS",6835945,"UNIDADE DE SAUDE DA FAMILIA ALAGOINHAS VELHA",4196,1167,0.28
"3720","BA","290080","ALCOBAÇA",2304449,"PSF SAO JOSE",3525,1108,0.31
"3721","BA","290110","AMÉLIA RODRIGUES",2771543,"USF DE SAO BENTO",3738,1104,0.3
"3722","BA","290110","AMÉLIA RODRIGUES",3507939,"USF DO CAMPO ALEGRE",3654,786,0.22
"3723","BA","290110","AMÉLIA RODRIGUES",3027031,"USF CELINA BRITTO",3309,857,0.26
"3724","BA","290115","AMÉRICA DOURADA",2304996,"UNIDADE DE SAUDE DA FAMILIA DE BELO CAMPO",1616,496,0.31
"3725","BA","290120","ANAGÉ",2649861,"USF JOSE TEIXEIRA DOS SANTOS",3183,1303,0.41
"3726","BA","290130","ANDARAÍ",3454398,"UNIDADE DE SAUDE DA FAMILIA ENF GILDASIO VEIGA DE AZEVEDO",3880,1675,0.43
"3727","BA","290130","ANDARAÍ",6321089,"UNIDADE DE SAUDE DA FAMILIA FORCA DA UNIAO",1433,521,0.36
"3728","BA","290135","ANDORINHA",7683383,"UNIDADE DE SAUDE DA FAMILIA RUA DO TANQUE",5266,1730,0.33
"3729","BA","290160","ANTAS",6585647,"POSTO DE SAUDE DE ANTAS ESF I",2467,736,0.3
"3730","BA","290180","ANTÔNIO GONÇALVES",4021665,"USF OSVALDO RIBEIRO DE SOUZA",1726,802,0.46
"3731","BA","290180","ANTÔNIO GONÇALVES",7789459,"USF ROSALIA DE CARVALHO SANTOS",2962,1229,0.41
"3732","BA","290200","ARACATU",5406269,"UNIDADE DE SAUDE DA FAMILIA DE PARIS DO MATIAS",767,232,0.3
"3733","BA","290205","ARAÇAS",6401163,"UNIDADE DE SAUDE DA FAMILIA AUREA OLIVEIRA DE CARVALHO",2760,1010,0.37
"3734","BA","290210","ARACI",4021851,"EQUIPE DE ATENCAO PRIMARIA POCO GRANDE",819,423,0.52
"3735","BA","290210","ARACI",6848079,"UNIDADE DE SAUDE DA FAMILIA BARBOSA",1601,886,0.55
"3736","BA","290225","ARATACA",4021940,"USF DE ANURY",1467,577,0.39
"3737","BA","290230","ARATUÍPE",3029506,"UNIDADE DE SAUDE DA FAMILIA DO SAPE",2078,982,0.47
"3738","BA","290240","AURELINO LEAL",2771594,"USF ZULEICA DE FREITAS",2452,1061,0.43
"3739","BA","290260","BAIXA GRANDE",6973531,"USF NOVO HORIZONTE",3694,1777,0.48
"3740","BA","290265","BANZAÊ",3057313,"FUNASA UNIDADE DE SAUDE DA FAMILIA DE ARACAS",2421,1130,0.47
"3741","BA","290290","BARRA DO CHOÇA",2402726,"USF DO CENTRO URBANO",4384,886,0.2
"3742","BA","290290","BARRA DO CHOÇA",3617076,"USF DO PAU BRASIL",2431,1260,0.52
"3743","BA","290300","BARRA DO MENDES",6567754,"USF ANTONIO MARTINS MENDES DE MILAGRES",1823,812,0.45
"3744","BA","290320","BARREIRAS",9002146,"USF DR NIVALDO MOREIRA DA MATA",3495,936,0.27
"3745","BA","290320","BARREIRAS",2505258,"USF HANS WERNER",3723,1353,0.36
"3746","BA","290320","BARREIRAS",3619796,"USF MARIA SANTANA MACEDO SANTOS OLIVEIRA",7698,1567,0.2
"3747","BA","290320","BARREIRAS",9617744,"USF MARCELO DE SOUZA CARDOSO",2236,204,0.09
"3748","BA","290323","BARRO ALTO",3426114,"USF DE LAGOA FUNDA",2416,907,0.38
"3749","BA","290327","BARROCAS",7696221,"UNIDADE DE SAUDE DA FAMILIA CEDRO",1814,636,0.35
"3750","BA","290340","BELMONTE",5857007,"ESF 8 JOAO CARLOS MATTOS DE PAULA",1093,356,0.33
"3751","BA","290350","BELO CAMPO",3924432,"USF DANIEL RODRIGUES DE NOVAIS",1839,722,0.39
"3752","BA","290360","BIRITINGA",9990410,"UNIDADE DE SAUDE DA FAMILIA SEDE 2",1980,600,0.3
"3753","BA","290380","BOA VISTA DO TUPIM",2771454,"UNIDADE DE SAUDE DA FAMILIA MARIA DOS ANJOS SANTOS PEDREIRA",3574,1592,0.45
"3754","BA","290390","BOM JESUS DA LAPA",3010120,"UNIDADE BASICA DE SAUDE FAVELANDIA",1554,648,0.42
